Timestamp,Email Address,Name,Preferred Name,Are you a/an ,What organization are you affiliated with?,What organization are you affiliated with?.1,Are you willing to provide a cell phone number to be contacted by your mentor? ,Please add your phone number,Which level of student do you wish to mentor (check all the apply),How many mentees do you wish to mentor?,"If you already are mentoring students via PCCW, please write in the exact number you are mentoring ",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Academia and research],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Architecture and urban planning],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Biotech, pharmaceutical, life sciences, and medical devices]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Business],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Consulting and strategy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Corporate and general management],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Creative fields],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Data and analytics],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Design],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Education],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Energy, sustainability and the environment]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Engineering],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Entrepreneurship and startups],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Finance, investment and financial services]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Health and wellness],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Hospitality],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Human resources],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [IT and technology],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Journalism, publishing and communications]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Law and legal services],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Marketing],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Media and entertainment],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Medicine and healthcare],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Non-profit and social enterprise],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Policy and advocacy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Psychology and social work],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Public service and government],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Real estate],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Retail and consumer goods],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Veterinary medicine],"Would you like your match to be based, in part, on your location?",Your location/where you wish to work (mentees) or reside (mentors); click all that apply that you want to be considered in match,"Would you like your match to be based, in part, on specific career advice you are seeking or want to provide?",Click all career advice areas that apply,"Would you like your match to be based, in part, on your college/school affiliation(s) at Cornell? Graduate students please indicate the college that most closely relates to your Field of Study administered by the Graduate School or professional degree you are obtaining.",Click all that apply,Please provide a short bio that we will use to introduce you to your mentor/mentee.,"Is there anything else you would like to share with the mentoring committee about yourself? (could include hobbies. interests, volunteering, etc.)","Is there anything else you would like to share with the mentor...urself? (could include hobbies. interests, volunteering, etc.)"
05/19/2025 02:12:46,phillip.bryant171@outlook.com,Phillip Bryant,,PCCW member,,,Yes,939.650.0479,"Undergraduate, Graduate",2.0,1.0,,,,,2nd,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,Yes,"Western Europe, East Asia",Yes,Entrepreneurship And Startup Advice,Yes,College Of Arts And Sciences,I’m especially interested in bringing experience in marketing and would love to connect around career paths and community.,In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
03/02/2025 11:53:20,amanda.boone172@outlook.com,Amanda Boone,Amanda,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,No,,,,,,,2nd,,,,,,,,,,,,,,3rd,,,1st Choice,,,,,,,,,,,No,,Yes,"Public Service And Non-Profit Careers, Career Guidance",Yes,College Of Human Ecology,My background is in exploring law and legal services and would love to connect around career paths and community.,In my free time I enjoy peer mentorship.,In my free time I enjoy peer mentorship.
03/30/2025 00:23:22,ryan.khan173@outlook.com,Ryan Khan,,PCCW member,,,Yes,001-356-850-6098x3584,"Undergraduate, Graduate",4.0,0.0,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,No,,No,,Yes,College Of Human Ecology,I have been bringing experience in health and wellness and I value thoughtful mentoring relationships.,In my free time I enjoy peer mentorship.,In my free time I enjoy peer mentorship.
06/26/2025 15:08:07,william.duran174@outlook.com,William Duran,William,PCCW member,,,No,,Graduate,2.0,1.0,,,,,,,,,,,,,,2nd,,,,,,,,,1st Choice,,,,,,,,No,,Yes,International Student Guidance,No,,I have been mentoring around medicine and healthcare and I value thoughtful mentoring relationships.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
03/09/2025 09:41:20,joshua.hays175@gmail.com,Joshua Hays,Josh,Graduate student,,Other,Yes,+1-891-221-6558x52398,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,No,,Yes,"International Student Guidance, Transitioning From Academia To Industry Or Navigating Career Changes, Career Guidance",Yes,Cornell Law School,I have been transitioning within law and legal services and I’m excited to learn from different perspectives.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
03/20/2025 03:24:36,brandon.taylor176@outlook.com,Brandon Taylor,Brandon,Graduate student,,Other,No,,,,,,,,,2nd,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,No,,Yes,Navigating The Workforce,Yes,College Of Engineering,My background is in researching law and legal services and I’m excited to learn from different perspectives.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
10/01/2025 05:10:34,mason.wells177@outlook.com,Mason Wells,Mason,PCCW member,,,No,,Undergraduate,1.0,2.0,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,No,,Yes,"Career Guidance, Navigating The Workforce",Yes,College Of Arts And Sciences,"I am currently bringing experience in journalism, publishing and communications and I’m excited to learn from different perspectives.",In my free time I enjoy peer mentorship.,In my free time I enjoy peer mentorship.
01/27/2025 23:46:30,stephen.obrien178@gmail.com,Stephen Obrien,Stephen,PCCW member,,,No,,Graduate,3.0,0.0,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Networking,No,,I’m especially interested in working in data and analytics and would love to connect around career paths and community.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
03/08/2025 18:56:24,zachary.murphy179@outlook.com,Zachary Murphy,,Undergraduate student,Building Ourselves Through Sisterhood and Service (BOSS),,Yes,+1-652-969-4958x887,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,No,,Yes,International Student Guidance,Yes,College Of Agriculture And Life Sciences,I’m learning about medicine and healthcare and I enjoy helping others think through next steps.,In my free time I enjoy photography.,In my free time I enjoy photography.
03/08/2025 23:14:21,lisa.richardson180@gmail.com,Lisa Richardson,,Graduate student,,Graduate and Professional Student Assembly (GPSA),No,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,East Asia,No,,No,,I am currently researching business and I’m excited to learn from different perspectives.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
08/06/2025 16:14:56,emily.whitney181@cornell.edu,Emily Whitney,,Graduate student,,Other,Yes,001-240-997-4993,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,No,,Yes,"Work-Life Balance, Career Guidance",No,,I’m especially interested in transitioning within health and wellness and would love to connect around career paths and community.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
06/20/2025 10:56:00,george.fuller182@gmail.com,George Fuller,George,Graduate student,,Other,Yes,+1-462-830-9130x756,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,No,,Yes,Cornell Tech (NYC),I’m especially interested in transitioning within it and technology and I enjoy helping others think through next steps.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
07/31/2025 15:55:11,hannah.jenkins183@gmail.com,Hannah Jenkins,,PCCW member,,,No,,"Undergraduate, Graduate",1.0,0.0,,2nd,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,No,,I’m bringing experience in business and I value thoughtful mentoring relationships.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
10/22/2025 08:20:19,kimberly.knapp184@gmail.com,Kimberly Knapp,Kimberly,PCCW member,,,Yes,001-702-783-8578x6527,Graduate,2.0,0.0,,2nd,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,Yes,East Coast U.S.,No,,Yes,College Of Arts And Sciences,"I’m bringing experience in journalism, publishing and communications and I’m excited to learn from different perspectives.",In my free time I enjoy language learning.,In my free time I enjoy language learning.
04/24/2025 01:15:08,erica.dillon185@gmail.com,Erica Dillon,Erica,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,+1-749-973-3484x34437,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,No,,"I have been transitioning within finance, investment and financial services and I value thoughtful mentoring relationships.",In my free time I enjoy language learning.,In my free time I enjoy language learning.
10/15/2025 02:27:05,michael.peck186@gmail.com,Michael Peck,Michael,Graduate student,,Cornell Tech,Yes,001-344-719-8665x2404,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,No,,Yes,Work-Life Balance,Yes,College Of Engineering,I’m transitioning within engineering and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
06/01/2025 20:43:46,sandra.douglas187@outlook.com,Sandra Douglas,,Undergraduate student,Building Ourselves Through Sisterhood and Service (BOSS),,Yes,001-573-238-4842x1993,,,,2nd,,,,,,,,,,,1st Choice,3rd,,,,,,,,,,,,,,,,,,Yes,NYC Area,Yes,Networking,Yes,College Of Engineering,I’m especially interested in curious about engineering and would love to connect around career paths and community.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
09/01/2025 00:19:54,elizabeth.schmidt188@cornell.edu,Elizabeth Schmidt,Eliz,Graduate student,,Other,Yes,+1-930-916-5712x0826,,,,,,,,,,,,,,,,,,2nd,,,,,1st Choice,,,,,,,,,,,No,,No,,Yes,Cornell Law School,I’m researching law and legal services and I value thoughtful mentoring relationships.,In my free time I enjoy photography.,In my free time I enjoy photography.
05/28/2025 06:31:31,debra.avila189@cornell.edu,Debra Avila,,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,Yes,854-901-9380x2620,,,,,,,,,,,,,,,,,,2nd,,,,,1st Choice,,,,,,,,,,,Yes,South Asia,No,,Yes,Cornell Jeb E. Brooks School Of Public Policy,I have been exploring law and legal services and would love to connect around career paths and community.,In my free time I enjoy photography.,In my free time I enjoy photography.
10/05/2025 00:22:24,jacob.curry190@cornell.edu,Jacob Curry,,Graduate student,,Graduate and Professional Student Assembly (GPSA),No,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,My background is in transitioning within data and analytics and I enjoy helping others think through next steps.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
08/07/2025 14:59:22,monica.roberts191@cornell.edu,Monica Roberts,,Graduate student,,Cornell Tech,Yes,9044991547,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,No,,No,,I’m transitioning within it and technology and I value thoughtful mentoring relationships.,In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
10/29/2025 21:40:16,melissa.mcdonald192@outlook.com,Melissa Mcdonald,,PCCW member,,,Yes,615.527.4205,"Undergraduate, Graduate",2.0,0.0,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,International Student Guidance,Yes,Cornell SC Johnson College Of Business,My background is in working in consulting and strategy and I enjoy helping others think through next steps.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
03/04/2025 14:51:37,gregory.chase193@cornell.edu,Gregory Chase,,Undergraduate student,Professional/Academic Organization,,Yes,(668)851-6122x7530,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,2nd,,,,,,,,Yes,NYC Area,Yes,"Public Service And Non-Profit Careers, Career Guidance, Transitioning From Academia To Industry Or Navigating Career Changes",Yes,Cornell Tech (NYC),"My background is in exploring finance, investment and financial services and I enjoy helping others think through next steps.",In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
11/04/2025 21:17:13,joe.molina194@cornell.edu,Joe Molina,,Graduate student,,Cornell Tech,Yes,649-390-4530x17426,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,No,,No,,I’m especially interested in transitioning within entrepreneurship and startups and I value thoughtful mentoring relationships.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
03/05/2025 10:30:27,danielle.shepard195@cornell.edu,Danielle Shepard,Danielle,PCCW member,,,Yes,(993)532-7279x568,Graduate,4.0,0.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,East Asia,Yes,Work-Life Balance,Yes,Cornell SC Johnson College Of Business,I’m bringing experience in business and I’m excited to learn from different perspectives.,In my free time I enjoy baking.,In my free time I enjoy baking.
05/02/2025 18:28:58,kathleen.becker196@cornell.edu,Kathleen Becker,Kath,Graduate student,,Cornell Tech,No,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,No,,Yes,"Transitioning From Academia To Industry Or Navigating Career Changes, Career Guidance",Yes,Cornell Ann S. Bowers College Of Computing And Information Science,I’m especially interested in researching it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
02/22/2025 16:58:19,caitlin.cobb197@outlook.com,Caitlin Cobb,,Graduate student,,Other,Yes,478.751.9108x83982,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,East Asia,Yes,Career Guidance,Yes,Cornell Jeb E. Brooks School Of Public Policy,I have been researching law and legal services and I’m excited to learn from different perspectives.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
03/10/2025 07:47:26,melissa.ramos198@outlook.com,Melissa Ramos,,Undergraduate student,Other,,No,,,,,,,,,,2nd,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,Yes,"South Asia, NYC Area",Yes,Entrepreneurship And Startup Advice,Yes,Cornell SC Johnson College Of Business,"I’m learning about finance, investment and financial services and would love to connect around career paths and community.",In my free time I enjoy language learning.,In my free time I enjoy language learning.
04/18/2025 02:34:48,erin.love199@outlook.com,Erin Love,Erin,Graduate student,,Cornell Tech,No,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,Yes,West Coast U.S.,No,,No,,I am currently researching engineering and I’m excited to learn from different perspectives.,In my free time I enjoy peer mentorship.,In my free time I enjoy peer mentorship.
06/17/2025 12:19:51,tracy.nolan200@gmail.com,Tracy Nolan,Tracy,PCCW member,,,Yes,207.828.6790x874,"Undergraduate, Graduate",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,Yes,Western Europe,Yes,Career Guidance,No,,I have been working in media and entertainment and I value thoughtful mentoring relationships.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
05/03/2025 06:46:54,jonathan.smith201@cornell.edu,Jonathan Smith,Jona,PCCW member,,,Yes,391.906.5180,Undergraduate,2.0,0.0,,,,,,,,,,,,,2nd,,,,,,,,,,1st Choice,,,,,,,,Yes,"East Coast U.S., West Coast U.S.",No,,Yes,College Of Human Ecology,My background is in working in medicine and healthcare and I enjoy helping others think through next steps.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
07/28/2025 14:23:26,anthony.ortiz202@cornell.edu,Anthony Ortiz,Anthony,Graduate student,,Cornell Tech,Yes,001-826-456-7661x82512,,,,,,,,,,,,,,,2nd,,,,,,1st Choice,,,,,,,,,,,,,No,,Yes,Navigating The Workforce,Yes,Cornell Tech (NYC),I have been transitioning within it and technology and I’m excited to learn from different perspectives.,In my free time I enjoy volunteering with local nonprofits.,In my free time I enjoy volunteering with local nonprofits.
09/25/2025 20:40:56,jessica.walker203@outlook.com,Jessica Walker,,PCCW member,,,No,,Undergraduate,1.0,0.0,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"East Coast U.S., NYC Area",No,,No,,"I am currently mentoring around biotech, pharmaceutical, life sciences, and medical devices and I’m excited to learn from different perspectives.",In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
07/02/2025 04:12:22,adam.johnson204@cornell.edu,Adam Johnson,Adam,PCCW member,,,Yes,378-268-6337x5243,Undergraduate,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,No,,Yes,Transitioning From Academia To Industry Or Navigating Career Changes,Yes,College Of Human Ecology,I have been mentoring around medicine and healthcare and I value thoughtful mentoring relationships.,In my free time I enjoy photography.,In my free time I enjoy photography.
09/12/2025 15:58:54,lisa.barnes205@cornell.edu,Lisa Barnes,,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,No,,,,,,,,2nd,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,NYC Area,Yes,"Transitioning From Academia To Industry Or Navigating Career Changes, Work-Life Balance",Yes,Cornell Jeb E. Brooks School Of Public Policy,I have been exploring law and legal services and would love to connect around career paths and community.,In my free time I enjoy baking.,In my free time I enjoy baking.
08/19/2025 18:35:16,katie.stephenson206@outlook.com,Katie Stephenson,Katie,PCCW member,,,No,,"Undergraduate, Graduate",2.0,2.0,,,,,,,,,,,,,,,,,,,,1st Choice,,2nd,,,,,,,,,Yes,"East Coast U.S., West Coast U.S.",Yes,"Public Service And Non-Profit Careers, International Student Guidance",No,,My background is in mentoring around law and legal services and would love to connect around career paths and community.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
07/08/2025 12:54:00,alexis.harris207@gmail.com,Alexis Harris,Alexis,Graduate student,,Other,Yes,990-579-0306,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,No,,Yes,"Career Guidance, Transitioning From Academia To Industry Or Navigating Career Changes",No,,"I have been researching finance, investment and financial services and I’m excited to learn from different perspectives.",In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
06/25/2025 22:03:23,amber.webster208@cornell.edu,Amber Webster,Amber,PCCW member,,,Yes,001-502-884-3959x95342,"Undergraduate, Graduate",3.0,0.0,,,,,,,,,,,,,,,,,,1st Choice,,,,2nd,,,,,,,,,No,,Yes,Career Guidance,No,,I’m especially interested in mentoring around it and technology and I value thoughtful mentoring relationships.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
06/11/2025 03:43:22,kevin.brown209@outlook.com,Kevin Brown,Kevin,PCCW member,,,Yes,001-726-887-0568,Undergraduate,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,No,,Yes,Career Guidance,Yes,College Of Arts And Sciences,I have been working in media and entertainment and I’m excited to learn from different perspectives.,In my free time I enjoy peer mentorship.,In my free time I enjoy peer mentorship.
01/26/2025 20:10:04,ricky.evans210@outlook.com,Ricky Evans,Ricky,Undergraduate student,Women's Leadership Initiative (WLI),,Yes,(887)833-4270,,,,,,,,,,,,,,,2nd,,,,,,1st Choice,,,,,,,,,,,,,No,,Yes,International Student Guidance,Yes,Cornell Ann S. Bowers College Of Computing And Information Science,I have been curious about it and technology and would love to connect around career paths and community.,In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
03/02/2025 06:03:32,angela.anderson211@cornell.edu,Angela Anderson,,PCCW member,,,Yes,543.251.7518,Graduate,3.0,0.0,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,Yes,West Coast U.S.,No,,Yes,Cornell Jeb E. Brooks School Of Public Policy,I have been mentoring around law and legal services and would love to connect around career paths and community.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
06/20/2025 09:16:01,joseph.nunez212@cornell.edu,Joseph Nunez,Joseph,PCCW member,,,Yes,+1-501-539-8373x540,Undergraduate,1.0,0.0,,,,2nd,,,,,,,,,3rd,,,,,,,1st Choice,,,,,,,,,,,Yes,NYC Area,No,,No,,I have been mentoring around law and legal services and would love to connect around career paths and community.,In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
11/05/2025 14:37:19,suzanne.wilson213@cornell.edu,Suzanne Wilson,,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,Yes,001-673-693-6385x46785,,,,,,2nd,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,Yes,"East Coast U.S., Western Europe",No,,No,,My background is in learning about it and technology and I enjoy helping others think through next steps.,In my free time I enjoy running and hiking.,In my free time I enjoy running and hiking.
09/04/2025 03:58:59,michael.andrade214@cornell.edu,Michael Andrade,Michael,PCCW member,,,Yes,217.653.5560x932,Graduate,1.0,2.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"NYC Area, West Coast U.S.",Yes,Entrepreneurship And Startup Advice,No,,I am currently bringing experience in business and I’m excited to learn from different perspectives.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
05/31/2025 03:18:00,angela.silva215@gmail.com,Angela Silva,Ange,Graduate student,,Other,No,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,Yes,NYC Area,No,,Yes,College Of Human Ecology,"I’m deepening experience in journalism, publishing and communications and would love to connect around career paths and community.",In my free time I enjoy dance and fitness classes.,In my free time I enjoy dance and fitness classes.
09/15/2025 20:24:27,jennifer.phillips216@cornell.edu,Jennifer Phillips,,Graduate student,,Other,Yes,653.969.3785,,,,,,,,,,,,,,,,,,1st Choice,,,,,,2nd,,,,,,,,,,No,,No,,No,,I am currently deepening experience in health and wellness and I’m excited to learn from different perspectives.,In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
07/01/2025 06:48:52,tammy.may217@gmail.com,Tammy May,Tammy,Graduate student,,Other,Yes,372.252.2872x8080,,,,1st Choice,,,,,,,,,,,,,,,,,,2nd,,,,,,,,,,,,Yes,NYC Area,No,,No,,My background is in transitioning within academia and research and I’m excited to learn from different perspectives.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
01/30/2025 17:29:47,kathy.gutierrez218@cornell.edu,Kathy Gutierrez,Kathy,Graduate student,,Other,Yes,+1-931-220-3875x0997,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,Yes,"West Coast U.S., NYC Area",Yes,"Career Guidance, Transitioning From Academia To Industry Or Navigating Career Changes, Navigating The Workforce",Yes,Weill Cornell Medicine (NYC),I’m transitioning within medicine and healthcare and would love to connect around career paths and community.,In my free time I enjoy campus community building.,In my free time I enjoy campus community building.
05/01/2025 06:48:59,adam.arnold219@cornell.edu,Adam Arnold,,Graduate student,,Cornell Tech,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,Yes,East Coast U.S.,No,,Yes,Weill Cornell Medicine (NYC),My background is in transitioning within medicine and healthcare and I value thoughtful mentoring relationships.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
05/08/2025 10:36:14,alexander.moreno220@outlook.com,Alexander Moreno,,PCCW member,,,Yes,584-608-6211x823,Undergraduate,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,Yes,East Asia,Yes,"Navigating The Workforce, Entrepreneurship And Startup Advice",Yes,College Of Arts And Sciences,My background is in working in media and entertainment and I value thoughtful mentoring relationships.,In my free time I enjoy yoga and mindfulness.,In my free time I enjoy yoga and mindfulness.
02/21/2025 20:47:28,lisa.adams221@outlook.com,Lisa Adams,,PCCW member,,,No,,"Undergraduate, Graduate",2.0,0.0,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,East Coast U.S.,Yes,Entrepreneurship And Startup Advice,Yes,Cornell SC Johnson College Of Business,I am currently bringing experience in business and I enjoy helping others think through next steps.,In my free time I enjoy photography.,In my free time I enjoy photography.
03/07/2025 23:24:44,randy.watson222@outlook.com,Randy Watson,,PCCW member,,,Yes,(979)233-4101x6668,Graduate,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,,No,,Yes,Entrepreneurship And Startup Advice,Yes,School Of Industrial And Labor Relations,I’m especially interested in working in policy and advocacy and I enjoy helping others think through next steps.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
06/13/2025 08:53:04,dana.warner223@cornell.edu,Dana Warner,,PCCW member,,,Yes,576-959-1803,Undergraduate,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,2nd,1st Choice,,,,,,,,No,,Yes,Career Guidance,Yes,Weill Cornell Medicine (NYC),I’m especially interested in working in medicine and healthcare and I enjoy helping others think through next steps.,In my free time I enjoy reading memoirs and essays.,In my free time I enjoy reading memoirs and essays.
05/28/2025 11:17:29,joseph.glass224@cornell.edu,Joseph Glass,,Graduate student,,Other,Yes,+1-448-590-2503x92614,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Transitioning From Academia To Industry Or Navigating Career Changes,Yes,Graduate School Field Of Study,"My background is in researching biotech, pharmaceutical, life sciences, and medical devices and I enjoy helping others think through next steps.",In my free time I enjoy music and live performances.,In my free time I enjoy music and live performances.
08/03/2025 09:27:10,ashley.atkinson225@outlook.com,Ashley Atkinson,,Graduate student,,Other,Yes,+1-885-762-1850x16315,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"NYC Area, West Coast U.S.",Yes,Transitioning From Academia To Industry Or Navigating Career Changes,No,,"I am currently transitioning within biotech, pharmaceutical, life sciences, and medical devices and I enjoy helping others think through next steps.",In my free time I enjoy student leadership.,In my free time I enjoy student leadership.
06/04/2025 21:00:33,anthony.nelson226@outlook.com,Anthony Nelson,,PCCW member,,,Yes,673.558.6629x619,"Undergraduate, Graduate",2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,,No,,Yes,"International Student Guidance, Transitioning From Academia To Industry Or Navigating Career Changes",No,,I’m especially interested in bringing experience in psychology and social work and I’m excited to learn from different perspectives.,In my free time I enjoy cooking for friends.,In my free time I enjoy cooking for friends.
07/26/2025 16:16:42,jennifer.miller227@outlook.com,Jennifer Miller,,Graduate student,,Graduate and Professional Student Assembly (GPSA),Yes,(662)965-5110,,,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,No,,Yes,Entrepreneurship And Startup Advice,Yes,Cornell Tech (NYC),"I have been transitioning within finance, investment and financial services and would love to connect around career paths and community.",In my free time I enjoy travel planning.,In my free time I enjoy travel planning.
04/17/2025 21:15:40,michael.nelson228@outlook.com,Michael Nelson,,Graduate student,,Other,Yes,(312)267-8886,,,,,,,,,,,,,,,1st Choice,,,,,,,,,,,,,,,,,,,Yes,"East Asia, NYC Area",Yes,Transitioning From Academia To Industry Or Navigating Career Changes,No,,I have been deepening experience in engineering and I enjoy helping others think through next steps.,In my free time I enjoy language learning.,In my free time I enjoy language learning.
